Ad ID,ad_type,Product/Service Name,category,target_audience,platform,Impressions,Clicks,Conversions,ad_spend,Revenue,ad_duration,Location,Date
2188,Service-Based,Fitness Membership,Travel,Professionals,Billboard,41356,543,913,9525.5,6948.56,5,Berlin,01-04-2024 03:00
2189,Product-Based,Insurance,Entertainment,Seniors,Online,23269,295,78,9347.23,18061.41,20,Berlin,01-04-2024 04:00
2190,Product-Based,Smartphone,Health & Fitness,Adults,Online,18214,4513,529,9450.84,20263.37,13,Los Angeles,01-04-2024 05:00
2191,Product-Based,Education Course,Food & Beverage,Adults,Radio,10197,5590,480,3245.65,41713.98,1,Berlin,01-04-2024 06:00
2192,Service-Based,Laptop,Health & Fitness,Teens,Billboard,14850,9123,442,9659.37,36549.44,16,Mumbai,01-04-2024 07:00
2193,Product-Based,Education Course,Travel,Students,Billboard,48448,740,298,563.42,31232.52,21,New York,01-04-2024 08:00
2194,Product-Based,Fitness Membership,Food & Beverage,Teens,Social Media,48596,7306,815,2483.87,36606.38,27,Sydney,01-04-2024 09:00
2195,Product-Based,Laptop,E-commerce,Professionals,Billboard,36560,8251,444,8772.68,43008.85,1,Mumbai,01-04-2024 10:00
2196,Service-Based,Insurance,Food & Beverage,Students,Billboard,26261,386,664,4998.93,4635.96,1,Dubai,01-04-2024 11:00
2197,Service-Based,Gourmet Food Delivery,Travel,Seniors,TV,16895,4549,148,5838.16,47803.18,25,Tokyo,01-04-2024 12:00
2198,Service-Based,Streaming Service,Travel,Teens,Online,47735,9762,805,506.45,10866.37,29,New York,01-04-2024 13:00
2199,Product-Based,Streaming Service,Health & Fitness,Teens,Billboard,16111,3875,124,5068.24,37223.25,4,Berlin,01-04-2024 14:00
2200,Service-Based,Insurance,Security,Seniors,TV,40939,251,884,8379.99,10268.22,23,Los Angeles,01-04-2024 15:00
2201,Product-Based,Streaming Service,Health & Fitness,Professionals,Social Media,43073,7984,851,9754.4,49939.48,17,New York,01-04-2024 16:00
2202,Service-Based,Insurance,Electronics,Adults,Online,40374,4549,638,2632.15,29866.82,3,Berlin,01-04-2024 17:00
2203,Service-Based,Smartphone,E-commerce,Adults,Online,22583,1148,338,1649.34,6497.69,23,Sydney,01-04-2024 18:00
2204,Service-Based,Smartphone,Security,Students,Print Media,49109,5048,374,5051.55,4482.24,15,Dubai,01-04-2024 19:00
2205,Product-Based,Fitness Membership,Food & Beverage,Families,TV,32352,9497,517,2805.92,13113.81,22,Toronto,01-04-2024 20:00
2206,Product-Based,Travel Package,Finance,Seniors,Radio,4530,8708,394,9351.38,23150.86,25,Sydney,01-04-2024 21:00
2207,Product-Based,Gourmet Food Delivery,Electronics,Seniors,Billboard,42595,5792,614,8351.09,32175.36,28,New York,01-04-2024 22:00
2208,Product-Based,Insurance,Food & Beverage,Families,Billboard,27672,6737,475,9633.64,30184.11,4,Sydney,01-04-2024 23:00
2209,Product-Based,E-commerce Platform,Education,Adults,Social Media,27424,9219,796,9721.89,30211.94,12,Mumbai,02-04-2024 00:00
2210,Product-Based,Education Course,Finance,Adults,Online,30892,7498,473,6105.19,47125.83,29,Mumbai,02-04-2024 01:00
2211,Product-Based,Travel Package,E-commerce,Students,Billboard,23874,4108,19,2745,33163.78,21,Toronto,02-04-2024 02:00
2212,Service-Based,Smartphone,Electronics,Professionals,Online,5216,5431,74,3187.96,7223.5,6,London,02-04-2024 03:00
2213,Product-Based,Laptop,Travel,Seniors,Print Media,44525,1429,208,7725.96,11165.69,12,Toronto,02-04-2024 04:00
2214,Service-Based,Laptop,Security,Students,Print Media,9219,3287,829,3249.84,38228.91,11,Los Angeles,02-04-2024 05:00
2215,Service-Based,Laptop,E-commerce,Students,Online,22599,6341,587,9288.48,19495.23,28,Berlin,02-04-2024 06:00
2216,Product-Based,Insurance,Travel,Students,TV,22124,4443,267,8559.74,21969.25,23,Toronto,02-04-2024 07:00
2217,Service-Based,Laptop,Food & Beverage,Adults,TV,47648,9679,376,7500.58,39723.45,3,London,02-04-2024 08:00
2218,Service-Based,Gourmet Food Delivery,Health & Fitness,Students,Online,20346,4205,497,5684.85,7354.77,13,Berlin,02-04-2024 09:00
2219,Product-Based,Smartphone,Entertainment,Teens,Social Media,2520,3027,92,4421.47,22283.94,11,Berlin,02-04-2024 10:00
2220,Product-Based,Travel Package,Health & Fitness,Professionals,Online,46602,743,533,2733.63,8189.26,22,Toronto,02-04-2024 11:00
2221,Product-Based,Education Course,E-commerce,Adults,Radio,8028,8280,252,4989.13,6894.41,17,New York,02-04-2024 12:00
2222,Service-Based,Gourmet Food Delivery,Health & Fitness,Students,Print Media,47132,6192,420,8501.16,37615.61,15,Berlin,02-04-2024 13:00
2223,Service-Based,Education Course,Entertainment,Seniors,Print Media,42587,9468,405,898.55,37647.91,11,Mumbai,02-04-2024 14:00
2224,Product-Based,Gourmet Food Delivery,E-commerce,Families,Print Media,43056,2701,263,8807.48,32906.16,18,London,02-04-2024 15:00
2225,Service-Based,Streaming Service,E-commerce,Teens,TV,26967,1222,536,1361.78,25041.82,2,London,02-04-2024 16:00
2226,Service-Based,Education Course,Finance,Families,Radio,25546,1730,413,3967.57,6015.7,11,Berlin,02-04-2024 17:00
2227,Product-Based,Education Course,Entertainment,Seniors,Social Media,2988,9708,973,1276.64,35552.41,14,New York,02-04-2024 18:00
2228,Service-Based,Home Security,Health & Fitness,Teens,Online,46047,7387,63,8618.6,35699.91,22,Dubai,02-04-2024 19:00
2229,Service-Based,Streaming Service,Food & Beverage,Seniors,Print Media,45636,4998,134,3710.39,23915.01,25,Sydney,02-04-2024 20:00
2230,Service-Based,Insurance,Health & Fitness,Seniors,Radio,35335,326,992,6609.58,15033.17,11,New York,02-04-2024 21:00
2231,Product-Based,Insurance,Security,Adults,TV,20848,5425,47,8099.97,48115.93,27,Tokyo,02-04-2024 22:00
2232,Product-Based,Fitness Membership,Electronics,Students,Billboard,35104,624,183,2604.21,22282.13,20,London,02-04-2024 23:00
2233,Product-Based,Fitness Membership,Health & Fitness,Teens,Print Media,22866,4429,626,9795.47,26979.27,23,Mumbai,03-04-2024 00:00
2234,Service-Based,Education Course,Travel,Adults,Online,38249,6371,66,8338.2,42164.42,22,Los Angeles,03-04-2024 01:00
2235,Service-Based,Home Security,Education,Seniors,Print Media,22895,9626,83,6570.95,31637.84,22,Dubai,03-04-2024 02:00
2236,Product-Based,Travel Package,Food & Beverage,Families,Online,12346,1965,88,9974.81,14138.57,21,Sydney,03-04-2024 03:00
2237,Service-Based,Laptop,Electronics,Seniors,Radio,24864,4601,530,8118.79,32400.04,17,Sydney,03-04-2024 04:00
2238,Service-Based,Education Course,Security,Teens,Billboard,44617,662,536,5143.29,45125.85,23,Sydney,03-04-2024 05:00
2239,Service-Based,E-commerce Platform,E-commerce,Students,Social Media,29187,4187,521,5520.58,19866.06,16,Tokyo,03-04-2024 06:00
2240,Product-Based,Travel Package,Entertainment,Students,TV,6159,4115,98,7728.53,10835.7,22,Tokyo,03-04-2024 07:00
2241,Product-Based,Travel Package,Food & Beverage,Students,Social Media,27630,636,723,3115.56,22598.19,26,Toronto,03-04-2024 08:00
2242,Service-Based,Travel Package,Health & Fitness,Seniors,Social Media,7423,8297,391,7526.3,48708.22,5,Dubai,03-04-2024 09:00
2243,Product-Based,Travel Package,Entertainment,Teens,Radio,49004,2603,240,1034.04,8650.54,2,London,03-04-2024 10:00
2244,Service-Based,Travel Package,E-commerce,Adults,TV,48052,6548,470,3024.34,23400.88,17,London,03-04-2024 11:00
2245,Service-Based,Smartphone,Health & Fitness,Professionals,Online,48097,4178,693,6009.57,12494.49,17,Mumbai,03-04-2024 12:00
2246,Service-Based,E-commerce Platform,Health & Fitness,Families,Social Media,31529,9840,855,2137.71,28533.55,6,Berlin,03-04-2024 13:00
2247,Product-Based,Laptop,Health & Fitness,Adults,Social Media,2633,3079,537,6194.94,36651.74,25,Sydney,03-04-2024 14:00
2248,Product-Based,Travel Package,Education,Seniors,Print Media,45176,6722,632,7612.24,24043.64,10,Mumbai,03-04-2024 15:00
2249,Service-Based,Insurance,E-commerce,Adults,Billboard,32531,4115,502,5829.07,26873.53,22,Tokyo,03-04-2024 16:00
2250,Service-Based,Fitness Membership,Electronics,Professionals,Social Media,44516,2794,693,737.33,8508.3,13,London,03-04-2024 17:00
2251,Product-Based,Streaming Service,Education,Families,Billboard,22630,4435,553,3208.83,28704.86,21,Tokyo,03-04-2024 18:00
2252,Product-Based,Streaming Service,Education,Students,Billboard,47443,7723,479,1497.86,29498.91,19,Berlin,03-04-2024 19:00
2253,Product-Based,Laptop,Travel,Adults,Social Media,30798,5701,192,9001.72,17242.66,18,Berlin,03-04-2024 20:00
2254,Service-Based,Laptop,Entertainment,Seniors,Billboard,28366,2324,637,2907.21,29563.65,28,Mumbai,03-04-2024 21:00
2255,Product-Based,Streaming Service,Finance,Students,Online,31909,7935,859,2025.39,26449.4,22,Los Angeles,03-04-2024 22:00
2256,Product-Based,Education Course,Travel,Teens,TV,35226,7439,350,5079.8,34776.56,26,Berlin,03-04-2024 23:00
2257,Service-Based,Home Security,Education,Students,Social Media,38666,3061,583,1323.69,17468.3,25,Sydney,04-04-2024 00:00
2258,Product-Based,E-commerce Platform,Travel,Professionals,Billboard,9414,8548,781,5143.66,5183.5,15,Tokyo,04-04-2024 01:00
2259,Product-Based,E-commerce Platform,Health & Fitness,Families,Billboard,35568,593,39,724.55,15503.43,27,Berlin,04-04-2024 02:00
2260,Product-Based,Gourmet Food Delivery,Electronics,Adults,Social Media,44893,7091,422,8228.39,39006.52,7,London,04-04-2024 03:00
2261,Service-Based,Insurance,Electronics,Students,Billboard,33156,4058,880,5280.67,45386.14,2,Toronto,04-04-2024 04:00
2262,Service-Based,Gourmet Food Delivery,Security,Professionals,Online,31014,5177,793,4233.9,16146.21,18,Mumbai,04-04-2024 05:00
2263,Service-Based,Laptop,Health & Fitness,Seniors,Online,36972,2972,404,6990.82,18608.66,5,Los Angeles,04-04-2024 06:00
2264,Product-Based,Smartphone,Travel,Students,TV,25689,7076,258,6627.29,40252.88,27,Berlin,04-04-2024 07:00
2265,Service-Based,Home Security,Finance,Professionals,Radio,5484,7978,917,4722.04,39861.1,16,Dubai,04-04-2024 08:00
2266,Service-Based,Fitness Membership,Entertainment,Students,Billboard,11279,4796,649,3813.61,30773.36,22,Dubai,04-04-2024 09:00
2267,Product-Based,Fitness Membership,Education,Adults,Print Media,29606,5380,135,8026.33,19374.92,15,Berlin,04-04-2024 10:00
2268,Product-Based,Insurance,Food & Beverage,Adults,TV,35264,3671,833,1744.76,47359.04,25,Dubai,04-04-2024 11:00
2269,Product-Based,E-commerce Platform,Security,Families,Print Media,42438,9272,349,6482.51,44995.03,22,Toronto,04-04-2024 12:00
2270,Service-Based,Streaming Service,Health & Fitness,Families,Online,31143,1206,345,9374.45,15924.89,29,Los Angeles,04-04-2024 13:00
2271,Service-Based,Travel Package,Travel,Adults,Print Media,14509,1716,488,4160.16,1814.02,12,Dubai,04-04-2024 14:00
2272,Service-Based,Gourmet Food Delivery,Electronics,Adults,Billboard,21254,7095,104,6449.02,41776.71,23,New York,04-04-2024 15:00
2273,Service-Based,Education Course,Travel,Adults,TV,43847,8274,337,5035.56,18863.1,29,Sydney,04-04-2024 16:00
2274,Service-Based,Gourmet Food Delivery,Health & Fitness,Families,TV,38571,6362,476,5471,7924.89,21,Los Angeles,04-04-2024 17:00
2275,Service-Based,Gourmet Food Delivery,Education,Families,Social Media,32849,1184,691,5008.22,6132.26,2,Berlin,04-04-2024 18:00
2276,Product-Based,E-commerce Platform,Education,Families,Billboard,31263,6366,898,999.24,12104.38,29,Berlin,04-04-2024 19:00
2277,Service-Based,Insurance,E-commerce,Teens,Billboard,21743,184,634,9910.21,38793.7,11,Los Angeles,04-04-2024 20:00
2278,Service-Based,Streaming Service,E-commerce,Families,Print Media,37465,779,128,6761.91,17331.4,12,Sydney,04-04-2024 21:00
2279,Product-Based,Gourmet Food Delivery,E-commerce,Teens,Online,29003,9209,883,8662.29,27341.02,18,Mumbai,04-04-2024 22:00
2280,Service-Based,Travel Package,Security,Students,Online,46928,6171,784,8925.89,35871.43,20,Berlin,04-04-2024 23:00
2281,Product-Based,Travel Package,Travel,Adults,Radio,15064,4443,49,1270.28,32426.54,11,New York,05-04-2024 00:00
2282,Service-Based,Home Security,Finance,Adults,Social Media,17796,4645,776,7419.01,15370.08,25,Tokyo,05-04-2024 01:00
2283,Service-Based,Streaming Service,Health & Fitness,Professionals,Print Media,42251,2038,683,5810.72,12411.19,1,Toronto,05-04-2024 02:00
2284,Product-Based,Education Course,Finance,Adults,Billboard,24930,8270,229,9187.19,47387.35,20,Tokyo,05-04-2024 03:00
2285,Service-Based,Gourmet Food Delivery,Education,Families,Online,14687,7751,14,827.49,10606.35,8,Toronto,05-04-2024 04:00
2286,Service-Based,E-commerce Platform,Electronics,Teens,Radio,3354,2044,998,6569.6,19001.42,10,Sydney,05-04-2024 05:00
2287,Service-Based,Insurance,Electronics,Families,Print Media,17218,6863,939,6367.88,35838.34,10,Dubai,05-04-2024 06:00
2288,Service-Based,Education Course,Health & Fitness,Seniors,Radio,8154,619,386,5074.13,27034.42,8,Los Angeles,05-04-2024 07:00
2289,Product-Based,Fitness Membership,Finance,Students,Social Media,38461,9765,228,5454.99,8352.07,19,London,05-04-2024 08:00
2290,Product-Based,Streaming Service,Security,Adults,Online,11312,1353,63,1019.7,17514.24,16,Toronto,05-04-2024 09:00
2291,Service-Based,Streaming Service,Food & Beverage,Seniors,Billboard,12695,1841,957,9815.28,27847.88,8,New York,05-04-2024 10:00
2292,Service-Based,Insurance,Electronics,Students,Social Media,21062,587,628,1974.82,10827.36,27,New York,05-04-2024 11:00
2293,Product-Based,Education Course,Electronics,Seniors,Social Media,12503,138,775,1168.51,25074.94,25,London,05-04-2024 12:00
2294,Product-Based,Travel Package,Electronics,Professionals,TV,5889,2333,599,7671.93,33941.51,8,Toronto,05-04-2024 13:00
2295,Service-Based,Travel Package,Food & Beverage,Professionals,Radio,19514,1911,248,5483.19,19664.74,23,Los Angeles,05-04-2024 14:00
2296,Service-Based,Fitness Membership,Finance,Students,Print Media,1862,197,38,8501.86,41851.41,19,London,05-04-2024 15:00
2297,Product-Based,Laptop,Health & Fitness,Professionals,Print Media,16262,2688,719,9860.2,14060.28,2,Los Angeles,05-04-2024 16:00
2298,Product-Based,Gourmet Food Delivery,Finance,Teens,Online,21472,1247,234,9031.72,38422.67,1,Sydney,05-04-2024 17:00
2299,Product-Based,Smartphone,Entertainment,Students,Online,1887,7980,476,6129.9,41464.39,29,Berlin,05-04-2024 18:00
2300,Service-Based,Home Security,Education,Families,Print Media,31902,7144,679,2221.88,42112.21,7,Sydney,05-04-2024 19:00
2301,Service-Based,Travel Package,Health & Fitness,Families,TV,43744,2577,179,8854.86,12202.88,14,Los Angeles,05-04-2024 20:00
2302,Service-Based,Fitness Membership,Entertainment,Professionals,Radio,27942,356,302,6705.4,20455.98,25,London,05-04-2024 21:00
2303,Product-Based,Travel Package,Health & Fitness,Teens,Radio,6990,8489,895,7876.03,3319.95,28,New York,05-04-2024 22:00
2304,Product-Based,Smartphone,Security,Professionals,Billboard,33688,523,292,2255.24,7624.88,25,Dubai,05-04-2024 23:00
2305,Service-Based,Laptop,Travel,Adults,Radio,37027,7716,143,3182.47,43776.08,8,Dubai,06-04-2024 00:00
2306,Product-Based,Gourmet Food Delivery,Security,Professionals,Online,23974,5847,143,602.24,1253.15,5,Tokyo,06-04-2024 01:00
2307,Product-Based,Home Security,Health & Fitness,Families,Radio,33202,9863,168,5883.28,4462.72,8,Sydney,06-04-2024 02:00
2308,Service-Based,Travel Package,Finance,Students,Radio,40705,1207,301,2524.76,42622.56,16,Berlin,06-04-2024 03:00
2309,Product-Based,Gourmet Food Delivery,E-commerce,Students,TV,8511,9543,64,3332.85,23862.94,24,New York,06-04-2024 04:00
2310,Product-Based,Insurance,Health & Fitness,Adults,Billboard,9430,4276,233,3991.87,23907.4,17,Sydney,06-04-2024 05:00
2311,Product-Based,Gourmet Food Delivery,Electronics,Seniors,Online,8095,7484,423,695.87,45850.2,19,Sydney,06-04-2024 06:00
2312,Product-Based,Travel Package,E-commerce,Families,Billboard,16184,5529,858,3833.17,45274.07,13,London,06-04-2024 07:00
2313,Product-Based,Smartphone,Finance,Adults,Online,20754,9603,825,2143.45,44287.35,11,London,06-04-2024 08:00
2314,Product-Based,Laptop,Entertainment,Professionals,Radio,10919,5118,340,1122.27,22363.99,27,Los Angeles,06-04-2024 09:00
2315,Service-Based,E-commerce Platform,Electronics,Professionals,TV,30980,9315,409,9902.33,2301.09,7,Dubai,06-04-2024 10:00
2316,Service-Based,E-commerce Platform,Finance,Adults,Radio,34377,1741,277,3855.88,26476.16,29,Dubai,06-04-2024 11:00
2317,Service-Based,Fitness Membership,Security,Families,Online,41605,2169,829,6518.72,6496.93,17,New York,06-04-2024 12:00
2318,Product-Based,Streaming Service,Entertainment,Professionals,Billboard,22914,3667,432,3751.71,41769.6,14,Mumbai,06-04-2024 13:00
2319,Service-Based,Insurance,Food & Beverage,Teens,Social Media,14475,9431,796,6430.5,5018.41,23,London,06-04-2024 14:00
2320,Service-Based,Streaming Service,Education,Seniors,Online,23224,7030,746,6536.58,14146.12,21,Dubai,06-04-2024 15:00
2321,Service-Based,Education Course,Health & Fitness,Professionals,TV,8418,3152,656,8632.37,23928.29,27,Berlin,06-04-2024 16:00
2322,Service-Based,Travel Package,E-commerce,Families,Social Media,4542,6932,782,9314.12,17964.04,19,Toronto,06-04-2024 17:00
2323,Product-Based,Fitness Membership,Health & Fitness,Seniors,Radio,35768,4475,663,9470.9,20692.25,1,Toronto,06-04-2024 18:00
2324,Product-Based,Education Course,Health & Fitness,Seniors,Billboard,47273,241,685,4543.14,2329.46,16,Mumbai,06-04-2024 19:00
2325,Product-Based,Home Security,Education,Professionals,Print Media,43529,6414,977,757.43,27242.03,18,Tokyo,06-04-2024 20:00
2326,Service-Based,Streaming Service,Education,Teens,Print Media,38093,5078,682,6426.22,33660.84,3,London,06-04-2024 21:00
2327,Product-Based,Smartphone,Education,Families,Billboard,22365,7674,63,3263.65,18464.3,10,London,06-04-2024 22:00
2328,Service-Based,Streaming Service,Education,Students,Online,26087,1371,427,2785.88,16587.7,13,Dubai,06-04-2024 23:00
2329,Service-Based,Insurance,Health & Fitness,Professionals,TV,37898,7677,835,8457.94,37415.27,6,Dubai,07-04-2024 00:00
2330,Service-Based,Smartphone,Travel,Seniors,Billboard,3665,2560,443,6169.67,22548.42,2,Dubai,07-04-2024 01:00
2331,Service-Based,Gourmet Food Delivery,Health & Fitness,Seniors,Social Media,28775,8732,932,6884.33,42770.03,8,Los Angeles,07-04-2024 02:00
2332,Product-Based,Home Security,Finance,Seniors,Social Media,7708,4741,852,3979.62,12653.48,4,Dubai,07-04-2024 03:00
2333,Service-Based,Home Security,Food & Beverage,Seniors,Print Media,31405,521,717,3302.59,22404.46,13,Los Angeles,07-04-2024 04:00
2334,Service-Based,Travel Package,Security,Adults,Billboard,8489,8571,487,9098.83,39759.49,9,Los Angeles,07-04-2024 05:00
2335,Product-Based,Travel Package,Food & Beverage,Families,Online,7061,9480,958,2709.25,11719.51,3,Tokyo,07-04-2024 06:00
2336,Product-Based,Laptop,Entertainment,Teens,Radio,16018,9442,176,4457.56,49367.65,15,New York,07-04-2024 07:00
2337,Service-Based,Laptop,Finance,Professionals,Radio,30712,5123,570,7865.58,1059.39,14,Tokyo,07-04-2024 08:00
2338,Service-Based,Fitness Membership,Food & Beverage,Professionals,Radio,20055,679,252,5999.9,35038.03,12,Mumbai,07-04-2024 09:00
2339,Service-Based,Smartphone,Education,Adults,TV,23999,902,62,8029.36,48937.12,26,Toronto,07-04-2024 10:00
2340,Service-Based,Fitness Membership,Finance,Professionals,Print Media,37409,3708,68,7499.89,4498.2,28,Dubai,07-04-2024 11:00
